claim_id,is_fraud,group_id,name,phone,address,bank_account,hospital,age,gender,occupation,region,marital_status,driving_years,annual_income,accident_type,accident_date,accident_season,accident_time,accident_weather,vehicle_age,vehicle_type,vehicle_value,coverage_type,policy_premium,policy_duration,past_claims_count,past_claims_total,past_fraud_count,medical_expense,vehicle_repair_cost,third_party_injury,third_party_medical,third_party_property_damage,total_claim_amount,deductible,claim_amount,hospital_days,disability_level,police_report,witness_present,photos_provided,repair_invoice,medical_invoice,claim_processing_days,claim_ratio,expense_to_value_ratio,same_day_claim,high_value_ratio,suspicious_time,fraud_indicators
CLAIM00008836,0,,胡强静,18824656635,北京市浦东新区珠江路119号,6228832743946608,上海瑞金医院,56,女,技术工人,西南,丧偶,34,131685,追尾事故,2023-07-21,秋,晚高峰,雨,2,轿车,160877,交强险,9476,3,1,880,0,1254,10002,0,0,9346,20602,500,20102,0,0,0,0,1,1,0,15,2.121359223300971,0.1280605680115865,0,0,0,2
CLAIM00009627,0,,李杰秀英,13781819858,长沙市和平区松花江路715号,6222619723882175,宣武医院,30,男,教育工作者,华东,离异,2,193068,盗窃,2023-12-31,冬,晚高峰,雾,4,货车,114159,商业险-全险,4268,3,1,10901,0,0,0,0,0,5456,5456,2000,3456,1,0,1,0,0,0,1,24,0.8097469540768509,0.047792990478192694,0,0,0,1
CLAIM00006171,0,,胡杰,18877151872,长沙市南山区科技路251号,6216566028639746,中心医院,22,女,办公室职员,西北,已婚,0,30000,火灾,2023-07-21,秋,早高峰,冰雹,0,摩托车,162514,综合险,5207,2,1,9318,0,4085,18083,0,0,9433,31601,500,31101,0,0,1,0,1,1,0,58,5.972921067793355,0.19445093961135657,0,0,0,1
CLAIM00006988,0,,孙平,15872467188,郑州市南山区科技路851号,6228350763563480,上海瑞金医院,21,男,学生,东北,已婚,0,287087,盗窃,2023-03-27,春,早高峰,冰雹,8,摩托车,116592,综合险,9206,2,1,7613,0,361,0,1,13587,2452,16400,2000,14400,6,1,1,0,1,0,0,2,1.5641972626547904,0.140661451900645,0,0,0,1
CLAIM00004568,0,,张艳明,18959359877,苏州市南山区松花江路507号,6222393984702279,上海瑞金医院,45,女,医疗工作者,华南,离异,19,131710,单 vehicle 事故,2023-05-07,夏,夜间,晴,4,轿车,175137,商业险-基本,8070,2,1,10402,0,1874,27926,0,0,4230,34030,500,33530,4,1,0,1,0,1,1,20,4.154894671623296,0.19430502977668912,0,0,1,2
CLAIM00008956,0,,陈明秀英,15144116644,广州市和平区解放路174号,6217890231757754,同济医院,30,女,办公室职员,西南,已婚,10,100283,单 vehicle 事故,2023-04-04,夏,日间,雪,6,摩托车,159864,综合险,11451,1,0,0,0,6412,14700,0,0,5913,27025,2000,25025,0,0,0,1,0,0,1,32,2.185398655139289,0.16904994245108343,0,0,0,1
CLAIM00002657,0,,孙伟,15836915139,北京市渝中区长江路866号,6226788413357634,华西医院,43,女,学生,东北,已婚,25,233688,单 vehicle 事故,2023-07-12,秋,晚高峰,雾,0,SUV,197503,综合险,4359,3,1,11801,0,4508,30152,1,9959,5694,50313,2000,48313,5,1,0,0,0,0,0,13,11.083505391144758,0.2547454975367463,0,0,0,2
CLAIM00008310,0,,胡杰磊,18850817745,广州市和平区中山路971号,6225494621727589,北京协和医院,56,女,教育工作者,华北,未婚,32,65032,多 vehicle 事故,2023-03-07,春,早高峰,雪,6,摩托车,282644,商业险-全险,6956,3,1,6741,0,2807,23029,0,0,8116,33952,2000,31952,5,1,0,0,1,1,0,52,4.593444508338125,0.12012284003905974,0,0,0,2
CLAIM00006858,0,,周秀英,18976747288,杭州市西湖区建设路893号,6226691966188043,附属医院,56,女,服务业,西北,已婚,34,236418,行人事故,2023-09-27,秋,晚高峰,晴,2,货车,270635,综合险,6476,2,1,5570,0,923,36487,1,11901,5261,54572,2000,52572,3,5,1,1,0,1,1,18,8.11797405806053,0.20164428104273283,0,0,1,1
CLAIM00001962,0,,杨明霞,18996825146,长沙市和平区中山路174号,6228499492198533,解放军总医院,41,男,教育工作者,西北,丧偶,18,266598,追尾事故,2023-10-03,冬,日间,雾,2,摩托车,50000,商业险-基本,3705,2,0,0,0,7495,0,1,9822,780,18097,1000,17097,7,5,1,1,0,1,1,59,4.614574898785425,0.36194,0,0,0,0
CLAIM00006384,0,,王娟,15982307830,南京市鼓楼区中山路785号,6222142537124800,湘雅医院,29,女,医疗工作者,华北,未婚,10,30000,追尾事故,2023-01-26,春,早高峰,雾,5,货车,86091,综合险,4236,2,1,12925,0,2835,22370,1,0,4042,29247,5000,24247,0,0,1,1,1,0,1,30,5.724032105760151,0.33972192215214136,0,0,0,0
CLAIM00008854,0,,黄伟,18910463521,北京市武侯区文化路568号,6221808466072075,瑞金医院,49,男,教育工作者,华中,未婚,24,109595,火灾,2023-01-19,春,夜间,冰雹,3,SUV,221051,商业险-基本,7424,2,2,23040,0,5889,9418,0,0,3618,18925,0,18925,5,4,1,1,0,1,0,14,2.5491648706896552,0.08561372714893849,0,0,0,0
CLAIM00009974,0,,王静,18946586819,杭州市西湖区中山路473号,6217891097362078,附属医院,27,女,技术工人,华中,已婚,5,73926,行人事故,2023-10-02,冬,日间,雾,0,SUV,170997,交强险,10220,3,3,40590,0,12318,18145,0,0,7629,38092,0,38092,0,0,0,1,1,0,1,55,3.72720156555773,0.22276414206097184,0,0,0,1
CLAIM00001252,0,,杨勇洋,15079127584,南京市浦东新区松花江路183号,6222858936543216,人民医院,22,男,服务业,华北,离异,2,93425,盗窃,2023-08-30,秋,晚高峰,晴,8,客车,82465,交强险,6049,1,2,-3244,0,6823,13182,1,474,1756,22235,1000,21235,10,0,0,0,1,0,1,43,3.510497602909572,0.26962953980476567,0,0,1,3
CLAIM00003177,0,,胡芳,18846134802,武汉市武侯区黄河路870号,6227386896842291,北京协和医院,30,男,退休人员,西北,已婚,6,102117,火灾,2023-10-21,冬,早高峰,晴,0,摩托车,245736,商业险-全险,13045,3,0,0,0,8929,13980,0,0,5134,28043,1000,27043,10,0,1,1,1,1,0,54,2.073054810272135,0.11411840348992415,0,0,0,0
CLAIM00007761,0,,徐艳明,13734336151,北京市南山区解放路776号,6221172492448527,解放军总医院,34,男,自由职业,华南,已婚,13,211609,行人事故,2023-04-27,夏,夜间,雾,5,新能源汽车,400328,综合险,8563,3,0,0,0,4017,24141,1,2088,3561,33807,5000,28807,7,1,1,0,0,1,1,3,3.364124722643933,0.08444825243300494,0,0,0,1
CLAIM00005014,0,,孙丽静,13632787541,北京市朝阳区解放路807号,6217131756571858,上海瑞金医院,18,男,企业高管,东北,丧偶,1,127282,行人事故,2023-04-03,夏,晚高峰,晴,6,摩托车,120288,商业险-全险,3816,3,2,24038,0,9049,19786,1,1941,2588,33364,2000,31364,2,2,0,0,1,1,1,14,8.219077568134171,0.2773676509710029,0,0,1,3
CLAIM00009706,0,,孙娜艳,13793507911,长沙市武侯区黄河路39号,6222898443006452,上海瑞金医院,32,女,办公室职员,华北,离异,12,58447,单 vehicle 事故,2023-08-21,秋,日间,晴,10,客车,84103,商业险-全险,4495,1,3,23226,0,3946,11628,1,7930,5407,28911,500,28411,0,0,0,1,1,1,0,6,6.320578420467186,0.3437570597957267,0,0,0,1
CLAIM00006540,0,,王艳平,13916329914,深圳市海淀区科技路97号,6217136617101249,瑞金医院,52,女,教育工作者,西北,离异,28,271445,盗窃,2023-01-22,春,早高峰,冰雹,2,摩托车,100394,商业险-全险,5542,1,1,2187,0,1431,18861,0,0,1743,22035,0,22035,5,3,0,1,0,0,0,34,3.976001443522194,0.2194852282008885,0,0,0,1
CLAIM00003290,0,,周磊,18992417115,上海市朝阳区人民路467号,6221208330185558,同济医院,46,男,学生,西北,已婚,25,72517,火灾,2023-03-14,春,夜间,雪,0,新能源汽车,395856,综合险,17365,3,1,-517,0,4385,14281,0,0,3396,22062,2000,20062,0,0,0,1,1,0,1,40,1.1553124100201555,0.055732387534861164,0,0,0,1
CLAIM00006449,0,,吴涛,15112109491,苏州市和平区长江路104号,6222892411116435,华西医院,41,女,退休人员,华东,丧偶,16,151959,单 vehicle 事故,2023-04-17,夏,晚高峰,雨,3,摩托车,98545,交强险,3273,2,0,0,0,8983,13600,1,11991,2051,36625,5000,31625,0,0,0,1,0,0,0,8,9.662389245340666,0.3716576183469481,0,0,0,1
CLAIM00008727,0,,徐敏娟,15091186411,杭州市洪山区长江路11号,6222797342523867,人民医院,40,男,办公室职员,华北,丧偶,14,138229,自然灾害,2023-04-02,夏,夜间,晴,5,客车,180469,交强险,12482,2,1,8660,0,7026,5715,1,14792,1235,28768,0,28768,12,4,1,0,1,0,1,36,2.304758852747957,0.15940687874371776,0,0,1,2
CLAIM00007612,0,,马洋杰,13738554835,成都市和平区解放路466号,6228270789846918,同济医院,42,男,技术工人,东北,未婚,19,166786,自然灾害,2023-05-19,夏,日间,晴,0,SUV,456143,交强险,12713,2,2,11270,0,2693,14169,1,12255,4722,33839,5000,28839,3,2,0,0,1,0,1,41,2.268465350428695,0.07418506915594451,0,0,0,2
CLAIM00006276,0,,赵娜明,13964488397,北京市鼓楼区建设路562号,6225614196548620,北京协和医院,58,男,其他,华中,已婚,35,278989,侧面碰撞,2023-12-02,冬,夜间,冰雹,4,货车,336560,交强险,8983,3,0,0,0,5354,1622,1,8995,2715,18686,1000,17686,7,5,1,0,0,0,0,60,1.9688300122453524,0.05552056096981222,0,0,0,1
CLAIM00006888,0,,胡明,15125414349,天津市和平区解放路975号,6225691883644345,第一人民医院,46,男,服务业,西南,未婚,24,30000,其他,2023-04-13,夏,日间,雾,1,SUV,385743,商业险-基本,25831,3,3,46944,0,6160,9040,0,0,5699,20899,1000,19899,1,1,0,0,0,1,0,32,0.7703534512794704,0.05417855929984471,0,0,0,2
CLAIM00001052,0,,刘静,18877649852,郑州市和平区松花江路729号,6217875918985431,宣武医院,47,男,服务业,华中,已婚,28,212918,行人事故,2023-04-09,夏,日间,雪,6,新能源汽车,208524,商业险-全险,16526,2,2,13256,0,4028,32888,1,67,302,37285,2000,35285,6,0,0,1,0,1,1,6,2.1351204163136877,0.17880435825132837,0,0,0,1
CLAIM00004070,0,,李超,15972713434,苏州市鼓楼区黄河路796号,6225246349676077,广州中山医院,43,男,服务业,华东,未婚,25,119835,盗窃,2023-07-07,秋,早高峰,雨,6,客车,260322,综合险,10002,3,0,0,0,3873,17250,0,0,5703,26826,2000,24826,4,5,1,1,0,0,1,27,2.4821035792841433,0.10304930048171111,0,0,0,0
CLAIM00006023,0,,李敏,13986206258,上海市武侯区人民路723号,6222172240507873,华西医院,35,女,教育工作者,华南,丧偶,8,87745,自然灾害,2023-08-20,秋,夜间,雪,3,新能源汽车,203013,交强险,14826,1,1,7737,0,0,8776,0,0,5321,14097,500,13597,0,0,1,1,1,0,1,23,0.9171050856603264,0.06943890292739874,0,0,0,0
CLAIM00005553,0,,王丽,13654266073,南京市鼓楼区解放路532号,6225526873297093,中心医院,30,女,退休人员,华东,未婚,11,204191,侧面碰撞,2023-10-15,冬,日间,雨,8,客车,317868,商业险-基本,25046,3,0,0,0,4077,0,0,0,1552,5629,5000,629,9,2,0,0,0,0,1,42,0.02511379062524954,0.017708608604829677,0,0,0,2
CLAIM00000273,1,,孙杰芳,13826942817,南京市天河区人民路110号,6217562752923959,解放军总医院,18,男,学生,华东,已婚,0,252830,多 vehicle 事故,2023-09-11,秋,晚高峰,雨,3,客车,160156,交强险,12304,2,1,14216,0,18946,27843,0,0,3334,50123,2000,48123,0,0,1,1,0,1,1,57,3.911167100130039,0.3129636104797822,0,0,0,0
CLAIM00002043,0,,徐明霞,13714787940,北京市渝中区珠江路102号,6217663582032016,同济医院,60,男,学生,西南,未婚,39,30000,单 vehicle 事故,2023-03-21,春,日间,雨,0,货车,52450,综合险,3953,1,0,0,0,1589,17183,1,12420,4568,35760,2000,33760,0,0,1,1,1,1,1,3,8.540349101947887,0.6817921830314585,0,1,0,1
CLAIM00004764,0,,马磊,15972144349,苏州市西湖区松花江路319号,6217579828249755,广州中山医院,57,男,其他,华北,离异,31,208108,自然灾害,2023-02-26,春,晚高峰,雨,4,摩托车,331740,商业险-全险,10322,2,2,5056,0,3328,5827,1,9848,3020,22023,0,22023,6,4,1,0,0,1,1,13,2.133598139895369,0.06638632664134564,0,0,0,1
CLAIM00008998,0,,周芳,13832066475,西安市武侯区科技路683号,6222170349279022,湘雅医院,59,男,教育工作者,西南,已婚,32,185787,自然灾害,2023-05-09,夏,日间,雾,2,新能源汽车,255495,综合险,9917,3,2,12440,0,0,20441,1,15768,7278,43487,5000,38487,0,0,0,1,1,0,1,9,3.8809115659977818,0.1702068533630795,0,0,0,1
CLAIM00005205,0,,张霞杰,15812589924,武汉市和平区长江路346号,6217708451541052,人民医院,61,男,医疗工作者,华东,未婚,40,114585,火灾,2023-02-07,春,夜间,雪,3,SUV,130410,商业险-全险,9836,1,0,0,0,0,0,0,0,6369,6369,1000,5369,0,0,1,0,0,1,0,16,0.5458519723464823,0.048838279273061884,0,0,0,1
CLAIM00009510,0,,王芳伟,15062135533,武汉市洪山区解放路145号,6228589452012295,瑞金医院,61,男,技术工人,西北,离异,43,187833,行人事故,2023-06-21,夏,日间,雾,1,新能源汽车,229825,商业险-全险,7824,1,1,11194,0,3845,11312,1,11300,4836,31293,0,31293,0,0,0,0,1,1,1,32,3.999616564417178,0.13616012183182857,0,0,0,2
CLAIM00001087,0,,胡娜芳,18968748669,上海市和平区科技路374号,6226782223267903,同济医院,61,女,企业高管,华中,未婚,37,159487,自然灾害,2023-10-26,冬,晚高峰,晴,4,摩托车,389072,商业险-基本,15427,2,1,11535,0,4992,19111,0,0,5525,29628,2000,27628,3,2,1,0,1,1,1,8,1.7908861087703378,0.07615042974051076,0,0,1,2
CLAIM00008374,0,,杨军,15899067114,苏州市洪山区解放路831号,6226192076549865,华西医院,26,女,技术工人,西南,未婚,0,82802,其他,2023-08-13,秋,日间,冰雹,8,SUV,153631,综合险,11749,2,1,598,0,7877,6384,0,0,5447,19708,5000,14708,0,0,1,1,0,1,0,51,1.251851221380543,0.12828140154005377,0,0,0,0
CLAIM00007733,0,,马洋,18835485999,北京市和平区长江路545号,6217244125608824,附属医院,50,女,退休人员,华南,丧偶,28,242677,自然灾害,2023-03-05,春,晚高峰,晴,1,新能源汽车,322687,商业险-全险,21850,1,0,0,0,5448,0,0,0,1532,6980,5000,1980,0,0,0,1,1,1,0,32,0.09061784897025171,0.021630868302720593,0,0,1,2
CLAIM00007516,0,,王平,15065738141,西安市朝阳区文化路388号,6221542226428764,附属医院,18,男,其他,华南,丧偶,0,186031,多 vehicle 事故,2023-05-21,夏,早高峰,冰雹,10,轿车,238415,综合险,12809,1,0,0,0,4012,0,1,17373,5364,26749,500,26249,0,0,0,1,1,0,1,29,2.0492622374892653,0.11219512195121951,0,0,0,1
CLAIM00006679,0,,陈娟,15932485115,深圳市武侯区科技路781号,6222190568653735,第一人民医院,55,男,企业高管,华中,离异,30,242133,火灾,2023-10-09,冬,日间,雨,6,SUV,141466,商业险-全险,9364,1,1,8778,0,4843,13619,0,0,5989,24451,2000,22451,3,4,1,1,0,0,0,31,2.3975865014950877,0.1728401170599296,0,0,0,0
CLAIM00004323,0,,陈强,13625385373,广州市和平区文化路105号,6221200118442744,广州中山医院,51,女,医疗工作者,华南,未婚,27,182027,火灾,2023-04-23,夏,日间,雪,2,SUV,184716,商业险-基本,10177,1,0,0,0,6264,29340,0,0,4801,40405,1000,39405,2,2,1,0,1,1,1,41,3.8719661982902625,0.21874120271118908,0,0,0,1
CLAIM00006947,0,,杨明,13824378204,广州市和平区珠江路327号,6226100777185493,第一人民医院,62,女,企业高管,西北,未婚,38,153593,盗窃,2023-01-19,春,夜间,冰雹,3,SUV,213848,综合险,15595,3,1,5397,0,4886,19096,0,0,10258,34240,500,33740,8,2,1,0,1,0,0,57,2.1635139467778135,0.160113725636901,0,0,0,1
CLAIM00007748,0,,朱磊,15177933458,天津市洪山区文化路501号,6227636968254678,解放军总医院,55,女,自由职业,华东,已婚,30,132178,行人事故,2023-08-10,秋,日间,晴,2,新能源汽车,311654,交强险,8320,3,1,7977,0,7093,27257,1,7695,0,42045,5000,37045,9,4,1,1,0,0,1,26,4.452524038461538,0.13490922625732382,0,0,0,0
CLAIM00006773,0,,胡霞勇,13913914465,郑州市天河区中山路462号,6228500254376297,同济医院,38,女,其他,华北,离异,19,75926,多 vehicle 事故,2023-04-19,夏,夜间,雨,6,轿车,54790,交强险,4103,1,0,0,0,7900,17204,1,4620,7175,36899,1000,35899,0,0,1,1,0,0,1,11,8.749451620765294,0.6734623106406279,0,1,0,1
CLAIM00005519,0,,张娟霞,13685033274,杭州市洪山区中山路322号,6227276138512636,同济医院,69,男,学生,西南,离异,45,30000,侧面碰撞,2023-07-27,秋,晚高峰,雨,5,货车,198541,综合险,10377,1,0,0,0,7842,6160,1,3531,4047,21580,0,21580,11,4,0,1,0,1,0,3,2.0795991134239182,0.10869291481356495,0,0,0,1
CLAIM00005118,0,,孙平,13793291771,成都市鼓楼区解放路950号,6222576329322429,广州中山医院,33,女,教育工作者,华南,未婚,14,186569,追尾事故,2023-07-26,秋,日间,雪,7,SUV,59973,商业险-全险,1549,1,1,3234,0,4549,3724,0,0,5470,13743,0,13743,0,0,1,0,0,1,0,55,8.872175597159458,0.22915311890350656,0,0,0,1
CLAIM00006180,0,,孙伟涛,13782346900,成都市洪山区文化路539号,6226771215946962,上海瑞金医院,37,女,服务业,华东,已婚,14,173037,追尾事故,2023-11-04,冬,早高峰,冰雹,4,SUV,353223,商业险-基本,26320,1,4,25836,0,6281,35645,0,0,4650,46576,5000,41576,4,1,0,1,1,1,1,46,1.5796352583586626,0.13186004308892682,0,0,0,1
CLAIM00004710,0,,朱强,15071699979,天津市西湖区中山路578号,6225691063859188,中心医院,36,男,企业高管,华中,已婚,15,30000,多 vehicle 事故,2023-05-16,夏,早高峰,雨,5,轿车,212138,商业险-基本,4491,2,0,0,0,0,23916,0,0,8752,32668,0,32668,3,5,1,1,0,1,1,48,7.274103763081719,0.1539940981813725,0,0,0,0
CLAIM00008122,0,,吴静,15185431990,郑州市海淀区中山路431号,6221657843719439,广州中山医院,52,男,其他,华南,离异,33,164374,盗窃,2023-10-15,冬,夜间,雨,6,SUV,305374,综合险,10982,2,1,13875,0,6538,26395,0,0,9181,42114,2000,40114,1,3,1,0,1,0,1,42,3.65270442542342,0.13790957972846413,0,0,0,1
CLAIM00005970,0,,徐丽伟,15842761814,天津市朝阳区建设路569号,6216294052918511,同济医院,35,男,服务业,华北,丧偶,14,252604,火灾,2023-09-25,秋,日间,雨,6,轿车,50000,商业险-基本,1968,2,3,23628,0,4305,9377,1,387,6560,20629,500,20129,0,0,1,0,1,1,1,54,10.228150406504065,0.41258,0,0,0,1
CLAIM00006785,0,,李娜伟,13851702773,南京市天河区黄河路250号,6217443628316125,中医院,37,女,服务业,华南,已婚,12,137205,侧面碰撞,2023-07-01,秋,早高峰,雨,6,新能源汽车,121725,商业险-全险,9323,2,3,-3219,0,6131,19883,0,0,6934,32948,1000,31948,6,0,0,0,1,1,1,29,3.426793950445136,0.2706757034298624,0,0,0,2
CLAIM00003479,0,,马磊,13946924588,杭州市鼓楼区文化路409号,6216836119241668,华西医院,49,男,退休人员,华中,未婚,26,57803,侧面碰撞,2023-12-27,冬,夜间,雪,13,新能源汽车,66661,交强险,3382,3,2,17222,0,5585,6836,0,0,3911,16332,5000,11332,1,0,1,1,1,0,0,7,3.350680070963927,0.24500082507013096,0,0,0,0
CLAIM00008415,0,,王霞,15841871225,上海市鼓楼区文化路654号,6222718716124171,中心医院,33,女,自由职业,华中,未婚,2,58984,其他,2023-08-28,秋,夜间,雾,3,货车,74213,商业险-全险,4969,2,0,0,0,890,12697,1,10924,0,24511,0,24511,0,0,1,1,0,0,1,37,4.932783256188368,0.3302790616199318,0,0,0,0
CLAIM00003925,0,,马平平,13875654914,杭州市浦东新区解放路703号,6216928153559480,同济医院,18,女,教育工作者,东北,未婚,0,30000,单 vehicle 事故,2023-10-15,冬,早高峰,雨,4,客车,347604,交强险,8207,2,1,8712,0,6302,0,0,0,2653,8955,0,8955,12,1,0,1,1,1,0,57,1.0911417082977946,0.025762074084302828,0,0,0,1
CLAIM00001749,0,,黄超,13710936836,重庆市福田区松花江路117号,6227527015178022,湘雅医院,18,男,其他,东北,丧偶,0,107781,侧面碰撞,2023-09-10,秋,夜间,雪,1,轿车,257524,商业险-基本,8225,2,1,4112,0,6589,35554,1,17015,2606,61764,1000,60764,9,4,0,1,1,0,1,7,7.387720364741641,0.23983784035662695,0,0,0,1
CLAIM00000733,1,,周强艳,13952528067,北京市天河区人民路599号,6216631125362284,宣武医院,40,男,退休人员,华北,离异,16,30000,侧面碰撞,2023-06-26,夏,晚高峰,雪,6,新能源汽车,54270,商业险-基本,2069,3,0,0,0,15355,2011,1,16037,9515,42918,0,42918,0,0,0,0,1,0,1,30,20.74335427742871,0.7908236594803759,0,1,0,3
CLAIM00002554,0,,孙洋秀英,13727155668,南京市海淀区文化路955号,6216709824897836,解放军总医院,18,女,学生,西北,丧偶,0,102320,火灾,2023-03-28,春,晚高峰,晴,6,货车,128742,商业险-基本,8855,3,0,0,0,4602,23494,1,8944,6344,43384,2000,41384,0,0,0,0,0,0,0,46,4.6735177865612645,0.336984045610601,0,0,1,3
CLAIM00005459,0,,刘娜明,18815703436,南京市洪山区长江路871号,6227392697764038,上海瑞金医院,45,男,教育工作者,西北,已婚,23,242047,单 vehicle 事故,2023-09-21,秋,日间,冰雹,3,摩托车,50000,综合险,2699,2,2,13562,0,8947,25668,1,6106,11910,52631,0,52631,6,4,0,0,1,0,0,60,19.500185253797703,1.05262,0,1,0,3
CLAIM00005874,0,,刘丽,15095136835,西安市南山区文化路942号,6225372217919138,附属医院,18,男,退休人员,东北,离异,0,247558,多 vehicle 事故,2023-05-23,夏,夜间,晴,9,客车,67058,交强险,4499,2,0,0,0,7439,16637,1,1994,6419,32489,2000,30489,10,4,0,1,1,1,1,55,6.776839297621693,0.4844910376092338,0,0,1,2
CLAIM00002663,0,,张超明,15196673000,武汉市福田区文化路240号,6216876143061396,第一人民医院,71,女,学生,华中,未婚,49,246529,单 vehicle 事故,2023-01-18,春,早高峰,雾,0,SUV,115647,交强险,4468,3,3,8856,0,5489,10153,0,0,261,15903,5000,10903,9,0,1,0,0,1,0,25,2.4402417188898835,0.13751329476769825,0,0,0,1
CLAIM00009399,0,,张平,18988388082,深圳市福田区黄河路603号,6225244197966941,华西医院,29,女,自由职业,西南,离异,7,97372,多 vehicle 事故,2023-11-12,冬,晚高峰,雨,8,轿车,50000,综合险,3646,1,1,12395,0,8825,25162,0,0,5009,38996,0,38996,3,0,1,1,1,0,0,59,10.69555677454745,0.77992,0,1,0,1
CLAIM00006456,0,,吴强,18944984476,重庆市朝阳区建设路512号,6217182419331795,北京协和医院,18,男,自由职业,西南,丧偶,0,251083,多 vehicle 事故,2023-03-04,春,晚高峰,雪,10,新能源汽车,179975,交强险,10533,3,1,2123,0,5730,19867,1,3264,3630,32491,1000,31491,2,2,1,1,0,1,1,58,2.989746510965537,0.18053062925406307,0,0,0,0
CLAIM00003114,0,,刘艳,13777119165,郑州市和平区建设路615号,6221303876275781,宣武医院,66,男,办公室职员,华北,离异,43,131861,其他,2023-11-12,冬,早高峰,冰雹,5,客车,50000,商业险-全险,3624,1,0,0,0,4237,11916,0,0,5792,21945,500,21445,2,2,0,0,0,0,0,42,5.917494481236203,0.4389,0,0,0,2
CLAIM00003304,0,,胡伟,15181312720,广州市福田区解放路151号,6222423932802512,北京协和医院,49,女,服务业,东北,丧偶,29,30000,多 vehicle 事故,2023-12-10,冬,夜间,晴,2,货车,221771,交强险,15520,1,0,0,0,4613,7333,1,12956,6627,31529,2000,29529,0,0,1,1,0,1,1,43,1.9026417525773196,0.1421691745088402,0,0,1,1
CLAIM00001345,0,,张洋,15178572233,天津市海淀区科技路654号,6225476747709275,中医院,51,男,医疗工作者,华南,离异,27,154236,侧面碰撞,2023-02-16,春,夜间,雨,3,新能源汽车,303469,交强险,20890,2,2,25006,0,3277,11067,0,0,7062,21406,5000,16406,4,5,0,1,1,1,0,43,0.7853518429870752,0.07053768259690446,0,0,0,1
CLAIM00001691,0,,周艳艳,18837965848,苏州市洪山区珠江路290号,6222605127166034,宣武医院,32,女,其他,华东,离异,8,98252,多 vehicle 事故,2023-05-14,夏,早高峰,冰雹,0,摩托车,107548,综合险,2654,2,0,0,0,8274,8931,1,5429,1807,24441,0,24441,3,2,1,0,0,0,0,30,9.209118311981914,0.22725666679064233,0,0,0,1
CLAIM00007181,0,,马娜丽,15946503491,深圳市西湖区建设路917号,6227824818719178,人民医院,45,男,企业高管,华北,已婚,23,170832,盗窃,2023-12-17,冬,晚高峰,雪,4,轿车,240552,商业险-全险,8699,2,3,19896,0,6207,0,0,0,3218,9425,0,9425,3,2,0,0,0,1,1,35,1.0834578687205425,0.03918071768266321,0,0,0,2
CLAIM00006500,0,,徐娟,15853626912,杭州市鼓楼区建设路288号,6227440448707558,中医院,43,女,办公室职员,华中,离异,16,86654,翻滚事故,2023-03-06,春,晚高峰,冰雹,10,新能源汽车,151781,商业险-基本,5529,2,0,0,0,6204,22473,0,0,0,28677,1000,27677,5,0,0,0,1,0,1,32,5.005787665038886,0.1889366916807769,0,0,0,2
CLAIM00003309,0,,张芳涛,15977795527,天津市和平区珠江路782号,6217613566852973,附属医院,23,男,企业高管,西北,离异,0,30000,其他,2023-02-24,春,早高峰,晴,2,客车,397098,交强险,12387,1,0,0,0,0,13898,0,0,6322,20220,1000,19220,0,0,0,0,1,0,0,7,1.5516267054169695,0.05091942039496548,0,0,0,2
CLAIM00001505,0,,黄娜杰,15984341671,北京市洪山区中山路850号,6222264211013452,中医院,56,女,技术工人,华东,离异,34,84511,行人事故,2023-03-09,春,早高峰,雨,1,新能源汽车,267436,综合险,11589,3,1,7926,0,5014,8731,0,0,9111,22856,5000,17856,0,0,1,0,0,0,0,49,1.5407714211752523,0.0854634379814236,0,0,0,1
CLAIM00001807,0,,胡伟,15190234792,北京市天河区科技路963号,6227597374511170,宣武医院,40,男,自由职业,华中,丧偶,18,66749,追尾事故,2023-09-10,秋,日间,晴,5,货车,273539,交强险,6074,1,1,4562,0,4834,15224,0,0,0,20058,1000,19058,5,0,1,1,0,0,0,5,3.137635824827132,0.07332775216696705,0,0,0,0
CLAIM00008470,0,,杨娜,15068027123,郑州市鼓楼区人民路560号,6225352630662914,中医院,43,男,学生,华中,丧偶,18,98601,火灾,2023-12-20,冬,早高峰,晴,6,客车,166731,交强险,7508,2,1,-1887,0,6496,23613,1,2224,5754,38087,500,37587,6,1,1,0,1,0,1,41,5.006259989344699,0.22843382454372613,0,0,0,1
CLAIM00005370,0,,马涛,18982251530,重庆市西湖区科技路988号,6226183657935665,中心医院,30,男,退休人员,东北,离异,2,111757,火灾,2023-05-05,夏,早高峰,雾,6,轿车,189711,综合险,7646,1,0,0,0,5860,0,0,0,3173,9033,1000,8033,2,2,1,0,1,1,1,5,1.050614700496992,0.04761452946850736,0,0,0,1
CLAIM00003792,0,,孙强,15095978030,天津市渝中区文化路993号,6221757261948628,上海瑞金医院,24,男,办公室职员,西北,离异,0,168089,其他,2023-06-18,夏,日间,雾,1,摩托车,262477,商业险-基本,20126,3,3,17916,0,9375,16236,0,0,1072,26683,0,26683,6,0,1,0,1,0,1,35,1.3257974759018185,0.10165843102443262,0,0,0,1
